  ,  , Corrida: ,23 seg ,  ,  , Peltier: ,21.26, ºC     , teInsta: ,31.83, ºC     , Disip: ,20.87, ºC     ,  , Aire: ,15.22,16:40:16,22/8/2022,TomaNro= 1,   Modo ,0,   tension puente H ,0.0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=255y35,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,16.67111,  ,  , Corrida: ,32 seg ,  ,  , Peltier: ,21.26, ºC     , teInsta: ,31.83, ºC     , Disip: ,20.85, ºC     ,  , Aire: ,15.22,16:40:25,22/8/2022,TomaNro= 2,   Modo ,0,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=95y57,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.664999,  ,  , Corrida: ,14410 seg ,  ,  , Peltier: ,27.83, ºC     , teInsta: ,27.51, ºC     , Disip: ,18.15, ºC     ,  , Aire: ,15.22,20:40:3,22/8/2022,TomaNro= 243,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=82y49,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.6675,  ,  , Corrida: ,14419 seg ,  ,  , Peltier: ,27.6, ºC     , teInsta: ,27.5, ºC     , Disip: ,18.62, ºC     ,  , Aire: ,15.22,20:40:12,22/8/2022,TomaNro= 244,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=72y43,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.67,  ,  , Corrida: ,14428 seg ,  ,  , Peltier: ,27.39, ºC     , teInsta: ,27.49, ºC     , Disip: ,19.07, ºC     ,  , Aire: ,15.22,20:40:22,22/8/2022,TomaNro= 245,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=68y40,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.672499,  ,  , Corrida: ,14438 seg ,  ,  , Peltier: ,27.15, ºC     , teInsta: ,27.49, ºC     , Disip: ,19.61, ºC     ,  , Aire: ,15.22,20:40:31,22/8/2022,TomaNro= 246,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.675278,  ,  , Corrida: ,14447 seg ,  ,  , Peltier: ,26.96, ºC     , teInsta: ,27.45, ºC     , Disip: ,21.46, ºC     ,  , Aire: ,15.22,20:40:40,22/8/2022,TomaNro= 247,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=72y43,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.677776,  ,  , Corrida: ,14456 seg ,  ,  , Peltier: ,26.76, ºC     , teInsta: ,27.44, ºC     , Disip: ,23.52, ºC     ,  , Aire: ,15.22,20:40:49,22/8/2022,TomaNro= 248,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=78y46,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.680277,  ,  , Corrida: ,14465 seg ,  ,  , Peltier: ,26.63, ºC     , teInsta: ,27.44, ºC     , Disip: ,25.46, ºC     ,  , Aire: ,15.22,20:40:58,22/8/2022,TomaNro= 249,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=88y52,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.682777,  ,  , Corrida: ,14474 seg ,  ,  , Peltier: ,26.49, ºC     , teInsta: ,27.43, ºC     , Disip: ,27.26, ºC     ,  , Aire: ,15.22,20:41:7,22/8/2022,TomaNro= 250,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=97y58,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.685276,  ,  , Corrida: ,14483 seg ,  ,  , Peltier: ,26.41, ºC     , teInsta: ,27.42, ºC     , Disip: ,28.93, ºC     ,  , Aire: ,15.22,20:41:16,22/8/2022,TomaNro= 251,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=108y64,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.687777,  ,  , Corrida: ,14493 seg ,  ,  , Peltier: ,26.35, ºC     , teInsta: ,27.42, ºC     , Disip: ,30.64, ºC     ,  , Aire: ,15.22,20:41:26,22/8/2022,TomaNro= 252,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.690556,  ,  , Corrida: ,14502 seg ,  ,  , Peltier: ,26.33, ºC     , teInsta: ,27.38, ºC     , Disip: ,33.35, ºC     ,  , Aire: ,15.22,20:41:35,22/8/2022,TomaNro= 253,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.693054,  ,  , Corrida: ,14511 seg ,  ,  , Peltier: ,26.35, ºC     , teInsta: ,27.37, ºC     , Disip: ,36.1, ºC     ,  , Aire: ,15.22,20:41:44,22/8/2022,TomaNro= 254,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.695555,  ,  , Corrida: ,14520 seg ,  ,  , Peltier: ,26.46, ºC     , teInsta: ,27.36, ºC     , Disip: ,38.64, ºC     ,  , Aire: ,15.22,20:41:53,22/8/2022,TomaNro= 255,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.698055,  ,  , Corrida: ,14529 seg ,  ,  , Peltier: ,26.62, ºC     , teInsta: ,27.36, ºC     , Disip: ,40.74, ºC     ,  , Aire: ,15.22,20:42:2,22/8/2022,TomaNro= 256,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=105y63,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.700556,  ,  , Corrida: ,14538 seg ,  ,  , Peltier: ,26.82, ºC     , teInsta: ,27.35, ºC     , Disip: ,41.44, ºC     ,  , Aire: ,15.22,20:42:11,22/8/2022,TomaNro= 257,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=92y55,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.703056,  ,  , Corrida: ,14548 seg ,  ,  , Peltier: ,27.03, ºC     , teInsta: ,27.34, ºC     , Disip: ,41.6, ºC     ,  , Aire: ,15.22,20:42:21,22/8/2022,TomaNro= 258,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=80y48,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.705833,  ,  , Corrida: ,14557 seg ,  ,  , Peltier: ,27.31, ºC     , teInsta: ,27.34, ºC     , Disip: ,41.5, ºC     ,  , Aire: ,15.22,20:42:30,22/8/2022,TomaNro= 259,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=72y43,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.708334,  ,  , Corrida: ,14566 seg ,  ,  , Peltier: ,27.57, ºC     , teInsta: ,27.3, ºC     , Disip: ,41.27, ºC     ,  , Aire: ,15.22,20:42:39,22/8/2022,TomaNro= 260,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.710835,  ,  , Corrida: ,14575 seg ,  ,  , Peltier: ,27.85, ºC     , teInsta: ,27.29, ºC     , Disip: ,40.85, ºC     ,  , Aire: ,15.22,20:42:48,22/8/2022,TomaNro= 261,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=71y42,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.713335,  ,  , Corrida: ,14584 seg ,  ,  , Peltier: ,28.14, ºC     , teInsta: ,27.29, ºC     , Disip: ,39.08, ºC     ,  , Aire: ,15.22,20:42:57,22/8/2022,TomaNro= 262,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=82y49,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.715834,  ,  , Corrida: ,14593 seg ,  ,  , Peltier: ,28.4, ºC     , teInsta: ,27.28, ºC     , Disip: ,37.02, ºC     ,  , Aire: ,15.22,20:43:6,22/8/2022,TomaNro= 263,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=102y61,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.718334,  ,  , Corrida: ,14602 seg ,  ,  , Peltier: ,28.65, ºC     , teInsta: ,27.27, ºC     , Disip: ,34.89, ºC     ,  , Aire: ,15.22,20:43:16,22/8/2022,TomaNro= 264,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.720835,  ,  , Corrida: ,14612 seg ,  ,  , Peltier: ,28.82, ºC     , teInsta: ,27.26, ºC     , Disip: ,32.24, ºC     ,  , Aire: ,15.22,20:43:25,22/8/2022,TomaNro= 265,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.723612,  ,  , Corrida: ,14621 seg ,  ,  , Peltier: ,28.99, ºC     , teInsta: ,27.23, ºC     , Disip: ,29.69, ºC     ,  , Aire: ,15.22,20:43:34,22/8/2022,TomaNro= 266,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.726112,  ,  , Corrida: ,14630 seg ,  ,  , Peltier: ,29.1, ºC     , teInsta: ,27.22, ºC     , Disip: ,27.5, ºC     ,  , Aire: ,15.22,20:43:43,22/8/2022,TomaNro= 267,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.728611,  ,  , Corrida: ,14639 seg ,  ,  , Peltier: ,29.15, ºC     , teInsta: ,27.21, ºC     , Disip: ,25.59, ºC     ,  , Aire: ,15.22,20:43:52,22/8/2022,TomaNro= 268,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.731112,  ,  , Corrida: ,14648 seg ,  ,  , Peltier: ,29.18, ºC     , teInsta: ,27.21, ºC     , Disip: ,24.01, ºC     ,  , Aire: ,15.22,20:44:1,22/8/2022,TomaNro= 269,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.733612,  ,  , Corrida: ,14657 seg ,  ,  , Peltier: ,29.17, ºC     , teInsta: ,27.2, ºC     , Disip: ,22.63, ºC     ,  , Aire: ,15.22,20:44:10,22/8/2022,TomaNro= 270,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.73611,  ,  , Corrida: ,14667 seg ,  ,  , Peltier: ,29.1, ºC     , teInsta: ,27.19, ºC     , Disip: ,21.48, ºC     ,  , Aire: ,15.22,20:44:20,22/8/2022,TomaNro= 271,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.73889,  ,  , Corrida: ,14676 seg ,  ,  , Peltier: ,28.98, ºC     , teInsta: ,27.19, ºC     , Disip: ,20.45, ºC     ,  , Aire: ,15.22,20:44:29,22/8/2022,TomaNro= 272,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.741388,  ,  , Corrida: ,14685 seg ,  ,  , Peltier: ,28.88, ºC     , teInsta: ,27.15, ºC     , Disip: ,19.58, ºC     ,  , Aire: ,15.22,20:44:38,22/8/2022,TomaNro= 273,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.743889,  ,  , Corrida: ,14694 seg ,  ,  , Peltier: ,28.69, ºC     , teInsta: ,27.14, ºC     , Disip: ,18.81, ºC     ,  , Aire: ,15.22,20:44:47,22/8/2022,TomaNro= 274,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.74639,  ,  , Corrida: ,14703 seg ,  ,  , Peltier: ,28.52, ºC     , teInsta: ,27.14, ºC     , Disip: ,18.14, ºC     ,  , Aire: ,15.22,20:44:56,22/8/2022,TomaNro= 275,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.74889,  ,  , Corrida: ,14712 seg ,  ,  , Peltier: ,28.32, ºC     , teInsta: ,27.13, ºC     , Disip: ,17.54, ºC     ,  , Aire: ,15.22,20:45:5,22/8/2022,TomaNro= 276,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.751389,  ,  , Corrida: ,14722 seg ,  ,  , Peltier: ,28.1, ºC     , teInsta: ,27.12, ºC     , Disip: ,17.01, ºC     ,  , Aire: ,15.22,20:45:15,22/8/2022,TomaNro= 277,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.754168,  ,  , Corrida: ,14731 seg ,  ,  , Peltier: ,27.89, ºC     , teInsta: ,27.12, ºC     , Disip: ,16.6, ºC     ,  , Aire: ,15.22,20:45:24,22/8/2022,TomaNro= 278,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=112y67,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.756666,  ,  , Corrida: ,14740 seg ,  ,  , Peltier: ,27.65, ºC     , teInsta: ,27.11, ºC     , Disip: ,16.9, ºC     ,  , Aire: ,15.22,20:45:33,22/8/2022,TomaNro= 279,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=96y57,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.759167,  ,  , Corrida: ,14749 seg ,  ,  , Peltier: ,27.43, ºC     , teInsta: ,27.07, ºC     , Disip: ,17.41, ºC     ,  , Aire: ,15.22,20:45:42,22/8/2022,TomaNro= 280,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=83y49,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.761667,  ,  , Corrida: ,14758 seg ,  ,  , Peltier: ,27.19, ºC     , teInsta: ,27.07, ºC     , Disip: ,17.96, ºC     ,  , Aire: ,15.22,20:45:51,22/8/2022,TomaNro= 281,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=74y44,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.764166,  ,  , Corrida: ,14767 seg ,  ,  , Peltier: ,26.98, ºC     , teInsta: ,27.06, ºC     , Disip: ,18.47, ºC     ,  , Aire: ,15.22,20:46:0,22/8/2022,TomaNro= 282,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=68y40,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.766666,  ,  , Corrida: ,14776 seg ,  ,  , Peltier: ,26.75, ºC     , teInsta: ,27.05, ºC     , Disip: ,19.08, ºC     ,  , Aire: ,15.22,20:46:9,22/8/2022,TomaNro= 283,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.769167,  ,  , Corrida: ,14786 seg ,  ,  , Peltier: ,26.54, ºC     , teInsta: ,27.05, ºC     , Disip: ,20.98, ºC     ,  , Aire: ,15.22,20:46:19,22/8/2022,TomaNro= 284,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=72y43,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.771944,  ,  , Corrida: ,14795 seg ,  ,  , Peltier: ,26.37, ºC     , teInsta: ,27.04, ºC     , Disip: ,23.09, ºC     ,  , Aire: ,15.22,20:46:28,22/8/2022,TomaNro= 285,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=79y47,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.774445,  ,  , Corrida: ,14804 seg ,  ,  , Peltier: ,26.19, ºC     , teInsta: ,27.0, ºC     , Disip: ,25.08, ºC     ,  , Aire: ,15.22,20:46:37,22/8/2022,TomaNro= 286,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=86y51,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.776945,  ,  , Corrida: ,14813 seg ,  ,  , Peltier: ,26.1, ºC     , teInsta: ,27.0, ºC     , Disip: ,26.87, ºC     ,  , Aire: ,15.22,20:46:46,22/8/2022,TomaNro= 287,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=97y58,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.779444,  ,  , Corrida: ,14822 seg ,  ,  , Peltier: ,26.01, ºC     , teInsta: ,26.99, ºC     , Disip: ,28.58, ºC     ,  , Aire: ,15.22,20:46:55,22/8/2022,TomaNro= 288,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=104y62,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.781944,  ,  , Corrida: ,14831 seg ,  ,  , Peltier: ,25.96, ºC     , teInsta: ,26.98, ºC     , Disip: ,30.14, ºC     ,  , Aire: ,15.22,20:47:4,22/8/2022,TomaNro= 289,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=112y67,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.784445,  ,  , Corrida: ,14840 seg ,  ,  , Peltier: ,25.97, ºC     , teInsta: ,26.98, ºC     , Disip: ,31.73, ºC     ,  , Aire: ,15.22,20:47:14,22/8/2022,TomaNro= 290,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=255y153,pseudoPID-RANGO SE 15,1.0909091,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.13636363, Hora Calc,20.786943,  ,  , Corrida: ,14850 seg ,  ,  , Peltier: ,26.01, ºC     , teInsta: ,26.97, ºC     , Disip: ,34.15, ºC     ,  , Aire: ,15.22,20:47:23,22/8/2022,TomaNro= 291,   Modo ,3,   tension puente H ,8.8,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
